DATE=30-03-2016
TIME=11:07:14 AM
TLIVE=1345.57
TREAL=1403.75
SPECTRTXT=16384
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	1
52	0
53	1
54	1
55	1
56	2
57	2
58	0
59	1
60	1
61	0
62	3
63	1
64	0
65	0
66	1
67	4
68	0
69	1
70	3
71	2
72	2
73	3
74	35
75	255
76	375
77	389
78	407
79	434
80	398
81	336
82	378
83	374
84	357
85	369
86	361
87	377
88	330
89	385
90	202
91	234
92	243
93	258
94	258
95	268
96	279
97	259
98	248
99	253
100	274
101	262
102	248
103	232
104	318
105	294
106	315
107	311
108	282
109	282
110	320
111	300
112	305
113	316
114	302
115	354
116	306
117	331
118	292
119	319
120	296
121	289
122	325
123	305
124	308
125	301
126	283
127	289
128	328
129	307
130	288
131	302
132	307
133	288
134	292
135	318
136	293
137	264
138	297
139	279
140	255
141	273
142	291
143	260
144	286
145	290
146	294
147	254
148	289
149	293
150	276
151	274
152	288
153	254
154	279
155	279
156	287
157	276
158	262
159	283
160	283
161	298
162	267
163	274
164	280
165	260
166	261
167	266
168	281
169	278
170	277
171	269
172	269
173	276
174	280
175	271
176	264
177	258
178	276
179	257
180	268
181	259
182	281
183	289
184	277
185	269
186	255
187	264
188	292
189	253
190	292
191	267
192	247
193	251
194	251
195	259
196	266
197	259
198	281
199	266
200	282
201	286
202	259
203	245
204	252
205	288
206	246
207	242
208	270
209	258
210	249
211	272
212	239
213	266
214	269
215	252
216	259
217	233
218	233
219	261
220	260
221	256
222	244
223	253
224	247
225	268
226	242
227	248
228	231
229	244
230	241
231	246
232	247
233	240
234	225
235	262
236	244
237	276
238	251
239	263
240	260
241	243
242	254
243	248
244	237
245	252
246	239
247	248
248	235
249	245
250	222
251	249
252	261
253	240
254	253
255	225
256	240
257	227
258	223
259	235
260	233
261	222
262	216
263	212
264	238
265	244
266	244
267	229
